Title,manifest_url,canvas_number,image_url,City,Country,wkt,Date,Month,Year,Journal Type,notice,pre_1900,gender (M/F/NA),photographic? (yes/no),"vêtement (chair, costume, accessoire)","altérité (distance, performance, normatif)",bugs (x si pas sûr que léopard),tags
Pall-Mall illustration,https://gallica.bnf.fr/iiif/ark:/12148/bpt6k45221097/manifest.json,7,"https://gallica.bnf.fr/iiif/ark:/12148/bpt6k45221097/f8/2230,1721,1836,3336/full/0/default.jpg",Nice,France,POINT(7.2683333333333 43.701944444444),22.01.1911,1,1911,Worldliness,,no,F,no,costume,normatif,,
The Washington times. [volume],https://iiif.unige.ch/dhportal/ug11497652/manifest,0,https://iiif.unige.ch/iiif/2/fedora_ug10506103/full/full/0/default.jpg,"Washington, D.C.",United States of America,POINT(-77.036666666667 38.895),01.11.1911,11,1911,News,,no,F,yes,costume,normatif,,
New-York tribune. [volume],https://iiif.unige.ch/dhportal/ug13129587/manifest,0,https://iiif.unige.ch/iiif/2/fedora_ug13969117/full/full/0/default.jpg,New York City,United States of America,POINT(-74 40.7),03.12.1911,12,1911,News,,no,F,yes,costume,normatif,,
New-York tribune. [volume],https://iiif.unige.ch/dhportal/ug14066092/manifest,0,https://iiif.unige.ch/iiif/2/fedora_ug14462061/full/full/0/default.jpg,New York City,United States of America,POINT(-74 40.7),03.12.1911,12,1911,News,,no,F,yes,costume,normatif,,
New-York tribune. [volume],https://iiif.unige.ch/dhportal/ug14818104/manifest,0,https://iiif.unige.ch/iiif/2/fedora_ug14361403/full/full/0/default.jpg,New York City,United States of America,POINT(-74 40.7),03.12.1911,12,1911,News,,no,F,yes,costume,normatif ,,
Šehbāl,https://digitale-sammlungen.ulb.uni-bonn.de/i3f/v20/3183443/manifest,275,"https://digitale-sammlungen.ulb.uni-bonn.de/i3f/v20/3150062/948,1947,2167,1423/full/0/default.jpg",Istanbul,Turkey,POINT(28.960277777778 41.01),01.01.1912,na,1912,,,no,F,yes,accessoire,performance,,
Moderne Kunst / Vierzehntagsheft-Ausgabe,https://digi.ub.uni-heidelberg.de/diglit/iiif/moderne_kunst1912_1913/manifest.json,679,"https://digi.ub.uni-heidelberg.de/iiif/2/moderne_kunst1912_1913%3A278.jpg/293,369,1181,1575/full/0/default.jpg",Berlin,Germany,POINT(13.383333333333 52.516666666667),01.01.1912,na,1912,Art Journal,,no,F,no,costume,performance,,
"Medford mail tribune. (Medford, Or.) 1909-1989. [online resource]",https://iiif.unige.ch/dhportal/ug21545184/manifest,0,https://iiif.unige.ch/iiif/2/fedora_ug22834307/full/full/0/default.jpg,Medford,United States of America,POINT(-122.86167 42.33194),22.02.1912,2,1912,News,,no,F,yes,costume,normatif,,
Excelsior (Paris. 1910),https://gallica.bnf.fr/iiif/ark:/12148/bpt6k4601609b/manifest.json,2,"https://gallica.bnf.fr/iiif/ark:/12148/bpt6k4601609b/f3/2488,2512,1012,1763/full/0/default.jpg",Paris,France,POINT(2.3513888888889 48.856944444444),23.02.1912,2,1912,News,,no,F,yes,costume,normatif,,
The Washington herald. [volume],https://iiif.unige.ch/dhportal/ug9518252/manifest,0,https://iiif.unige.ch/iiif/2/fedora_ug11104619/full/full/0/default.jpg,"Washington, D.C.",United States of America,POINT(-77.036666666667 38.895),10.03.1912,3,1912,News,,no,M,yes,chair,performance,,
Les Récits de la jeunesse,https://gallica.bnf.fr/iiif/ark:/12148/bpt6k959844w/manifest.json,8,"https://gallica.bnf.fr/iiif/ark:/12148/bpt6k959844w/f9/1858,1625,701,944/full/0/default.jpg",Paris,France,POINT(2.3513888888889 48.856944444444),01.07.1912,7,1912,Children,,no,M,no,chair,performance,,
Billboard,https://iiif.archivelab.org/iiif/sim_billboard_1912-08-24_24_34/manifest.json,58,"https://iiif.archivelab.org/iiif/sim_billboard_1912-08-24_24_34$58/1937,579,915,1395/full/0/default.jpg",Cincinnati,United States of America,POINT(-84.5125 39.1),24.08.1912,8,1912,Theater,,no,F,yes,costume,performance,,
Rock Island Argus.,https://iiif.unige.ch/dhportal/ug15443276/manifest,0,https://iiif.unige.ch/iiif/2/fedora_ug17643427/full/full/0/default.jpg,Rock Island,United States of America,POINT(-90.573055555556 41.489166666667),23.11.1912,11,1912,News,,no,F,yes,costume,normatif,,
L'art et la mode : journal de la vie mondaine,https://gallica.bnf.fr/iiif/ark:/12148/bd6t53456541/manifest.json,12,"https://gallica.bnf.fr/iiif/ark:/12148/bd6t53456541/f13/2249,881,1252,2991/full/0/default.jpg",Paris,France,POINT(2.3513888888889 48.856944444444),30.11.1912,11,1912,Fashion,,no,F,no,costume,normatif,,
Puck 1912-12-04: Vol 72 Iss 1866,https://iiif.archive.org/iiif/sim_puck_1912-12-04_72_1866/manifest.json,27,"https://iiif.archive.org/image/iiif/3/sim_puck_1912-12-04_72_1866%2fsim_puck_1912-12-04_72_1866_jp2.zip%2fsim_puck_1912-12-04_72_1866_jp2%2fsim_puck_1912-12-04_72_1866_0027.jp2/470,492,3130,4099/full/0/default.jpg",New York City,United States of America,POINT(-74.006015 40.712728),04.12.1912,12,1912,Humour,,no,F,yes,costume,normatif,,
Jugend,https://digi.ub.uni-heidelberg.de/diglit/iiif/jugend1913_2/manifest.json,260,"https://digi.ub.uni-heidelberg.de/iiif/2/jugend1913_2%3A1078_1079.jpg/559,315,4126,2680/full/0/default.jpg",Munich,Germany,POINT(11.575 48.1375),01.01.1913,na,1913,Modern Art Journal,,no,F,no,chair,performance,,
Honolulu star-bulletin. [volume],https://iiif.unige.ch/dhportal/ug16440353/manifest,0,https://iiif.unige.ch/iiif/2/fedora_ug17244358/full/full/0/default.jpg,Honolulu,United States of America,POINT(-157.96666666667 21.466666666667),04.01.1913,1,1913,News,,no,F,yes,costume,normatif,,
"La Gazette du bon ton : art, mode et frivolités",https://gallica.bnf.fr/iiif/ark:/12148/bpt6k1214390m/manifest.json,299,"https://gallica.bnf.fr/iiif/ark:/12148/bpt6k1214390m/f300/221,2046,301,355/full/0/default.jpg",Paris,France,POINT(2.352222222222222 48.85666666666667),01.05.1913,5,1913,Fashion,,no,F,no,costume,normatif,,
Ottumwa tri-weekly courier. [volume],https://iiif.unige.ch/dhportal/ug26774761/manifest,0,https://iiif.unige.ch/iiif/2/fedora_ug25655186/full/full/0/default.jpg,Ottumwa,United States of America,POINT(-92.414722222222 41.013055555556),03.06.1913,6,1913,News,,no,F,no,costume,performance,,
Rock Island Argus.,https://iiif.unige.ch/dhportal/ug17535182/manifest,0,https://iiif.unige.ch/iiif/2/fedora_ug15726345/full/full/0/default.jpg,Rock Island,United States of America,POINT(-90.573055555556 41.489166666667),06.06.1913,6,1913,News,,no,F,no,costume,performance,,
The Redbook Magazine 1913-07: Vol 21,https://iiif.archive.org/iiif/sim_redbook_1913-07_21/manifest.json,44,"https://iiif.archive.org/image/iiif/3/sim_redbook_1913-07_21%2fsim_redbook_1913-07_21_jp2.zip%2fsim_redbook_1913-07_21_jp2%2fsim_redbook_1913-07_21_0044.jp2/50,159,2424,3680/full/0/default.jpg",New York City,United States of America,POINT(-74.006015 40.712728),01.07.1913,7,1913,,,no,F,yes,costume,normatif,,
The Redbook Magazine 1913-09: Vol 21,https://iiif.archive.org/iiif/sim_redbook_1913-09_21/manifest.json,202,"https://iiif.archive.org/image/iiif/3/sim_redbook_1913-09_21%2fsim_redbook_1913-09_21_jp2.zip%2fsim_redbook_1913-09_21_jp2%2fsim_redbook_1913-09_21_0202.jp2/303,531,1959,2386/full/0/default.jpg",New York City,United States of America,POINT(-74.006015 40.712728),01.09.1913,9,1913,,,no,F,no,costume,normatif,,
The Seattle star.,https://iiif.unige.ch/dhportal/ug15300463/manifest,0,https://iiif.unige.ch/iiif/2/fedora_ug17480498/full/full/0/default.jpg,Seattle,United States of America,POINT(-122.33207 47.60621),09.09.1913,9,1913,News,,no,M,yes,chair,performance,,
The Illustrated London News 1913-09-20: Vol 143 Iss 3883,https://iiif.archive.org/iiif/sim_illustrated-london-news_1913-09-20_143_3883/manifest.json,29,"https://iiif.archive.org/image/iiif/3/sim_illustrated-london-news_1913-09-20_143_3883%2fsim_illustrated-london-news_1913-09-20_143_3883_jp2.zip%2fsim_illustrated-london-news_1913-09-20_143_3883_jp2%2fsim_illustrated-london-news_1913-09-20_143_3883_0029.jp2/1590,525,1140,2186/full/0/default.jpg",London,United Kingdom,POINT(-0.1275 51.507222222222),20.09.1913,9,1913,News,,no,F,yes,costume,normatif,,
The Bemidji daily pioneer. [volume],https://iiif.unige.ch/dhportal/ug26405532/manifest,0,https://iiif.unige.ch/iiif/2/fedora_ug25658649/full/full/0/default.jpg,Bemidji,United States of America,POINT(-94.880277777778 47.473611111111),20.10.1913,10,1913,News,,no,F,no,costume,normatif,,
The Richmond palladium and sun-telegram. [volume],https://iiif.unige.ch/dhportal/ug17385352/manifest,0,https://iiif.unige.ch/iiif/2/fedora_ug15134870/full/full/0/default.jpg,Richmond,United States of America,POINT(-77.43666666666667 37.54083333333333),27.10.1913,10,1913,News,,no,F,yes,costume,normatif,,
L'art et la mode : journal de la vie mondaine,https://gallica.bnf.fr/iiif/ark:/12148/bd6t5345399c/manifest.json,3,"https://gallica.bnf.fr/iiif/ark:/12148/bd6t5345399c/f4/106,110,4216,5768/full/0/default.jpg",Paris,France,POINT(2.3513888888889 48.856944444444),01.11.1913,11,1913,Fashion,,no,F,no,costume,normatif,,
L'art et la mode : journal de la vie mondaine,https://gallica.bnf.fr/iiif/ark:/12148/bd6t5345402x/manifest.json,5,"https://gallica.bnf.fr/iiif/ark:/12148/bd6t5345402x/f6/121,142,4193,5718/full/0/default.jpg",Paris,France,POINT(2.3513888888889 48.856944444444),22.11.1913,11,1913,Fashion,,no,F,no,costume,normatif,,
Les Modes,https://gallica.bnf.fr/iiif/ark:/12148/bpt6k6537821b/manifest.json,50,"https://gallica.bnf.fr/iiif/ark:/12148/bpt6k6537821b/f51/132,667,3538,4573/full/0/default.jpg",Paris,France,POINT(2.3513888888889 48.856944444444),01.12.1913,12,1913,Fashion,,no,F,yes,costume,normatif,,
The Richmond palladium and sun-telegram. [volume],https://iiif.unige.ch/dhportal/ug17508756/manifest,0,https://iiif.unige.ch/iiif/2/fedora_ug17039403/full/full/0/default.jpg,Richmond,United States of America,POINT(-77.43666666666667 37.54083333333333),29.12.1913,12,1913,News,,no,F,no,costume,normatif,,
New-York tribune. [volume],https://iiif.unige.ch/dhportal/ug13682899/manifest,0,https://iiif.unige.ch/iiif/2/fedora_ug14387195/full/full/0/default.jpg,New York City,United States of America,POINT(-74 40.7),18.01.1914,1,1914,News,,no,F,no,costume,normatif,,
The times dispatch. [volume],https://iiif.unige.ch/dhportal/ug16934023/manifest,0,https://iiif.unige.ch/iiif/2/fedora_ug18105051/full/full/0/default.jpg,Richmond,United States of America,POINT(-77.43666666666667 37.54083333333333),15.03.1914,3,1914,News,,no,M,yes,chair,performance,,
The Salt Lake tribune. [volume],https://iiif.unige.ch/dhportal/ug16135022/manifest,0,https://iiif.unige.ch/iiif/2/fedora_ug16803102/full/full/0/default.jpg,Salt Lake City,United States of America,POINT(-111.88333333333 40.75),22.03.1914,3,1914,News,,no,M,yes,chair,performance,,duplicate
The Salt Lake tribune. [volume],https://iiif.unige.ch/dhportal/ug17557484/manifest,0,https://iiif.unige.ch/iiif/2/fedora_ug16849039/full/full/0/default.jpg,Salt Lake City,United States of America,POINT(-111.88333333333 40.75),22.03.1914,3,1914,News,,no,M,yes,chair,performance,,duplicate
The Washington herald. [volume],https://iiif.unige.ch/dhportal/ug9747402/manifest,0,https://iiif.unige.ch/iiif/2/fedora_ug10809802/full/full/0/default.jpg,"Washington, D.C.",United States of America,POINT(-77.036666666667 38.895),24.03.1914,3,1914,News,,no,F,yes,costume,performance,,
Puck 1914-07-04: Vol 75 Iss 1948,https://iiif.archive.org/iiif/sim_puck_1914-07-04_75_1948/manifest.json,7,"https://iiif.archive.org/image/iiif/3/sim_puck_1914-07-04_75_1948%2fsim_puck_1914-07-04_75_1948_jp2.zip%2fsim_puck_1914-07-04_75_1948_jp2%2fsim_puck_1914-07-04_75_1948_0007.jp2/2004,3305,362,720/full/0/default.jpg",New York City,United States of America,POINT(-74.006015 40.712728),04.07.1914,7,1914,Humour,,no,M,no,chair,performance,,
L'Italia. [volume],https://iiif.unige.ch/dhportal/ug13120380/manifest,0,https://iiif.unige.ch/iiif/2/fedora_ug12098825/full/full/0/default.jpg,San Francisco,United States of America,POINT(-122.41638888888889 37.7775),09.07.1914,7,1914,News,,no,M,yes,chair,performance,,
L'Italia. [volume],https://iiif.unige.ch/dhportal/ug12991566/manifest,0,https://iiif.unige.ch/iiif/2/fedora_ug13317676/full/full/0/default.jpg,San Francisco,United States of America,POINT(-122.41638888888889 37.7775),09.07.1914,7,1914,News,,no,M,yes,chair,performance,,
L'Italia. [volume],https://iiif.unige.ch/dhportal/ug12770635/manifest,0,https://iiif.unige.ch/iiif/2/fedora_ug15015373/full/full/0/default.jpg,San Francisco,United States of America,POINT(-122.41638888888889 37.7775),27.08.1914,8,1914,News,,no,M,yes,chair,performance,,
L'Italia. [volume],https://iiif.unige.ch/dhportal/ug12618145/manifest,0,https://iiif.unige.ch/iiif/2/fedora_ug13606965/full/full/0/default.jpg,San Francisco,United States of America,POINT(-122.41638888888889 37.7775),27.08.1914,8,1914,News,,no,M,yes,chair,performance,,
New-York tribune. [volume],https://iiif.unige.ch/dhportal/ug13258374/manifest,0,https://iiif.unige.ch/iiif/2/fedora_ug14275648/full/full/0/default.jpg,New York City,United States of America,POINT(-74 40.7),08.11.1914,11,1914,News,,no,F,yes,costume,normatif,,
The Tacoma times. [volume],https://iiif.unige.ch/dhportal/ug19604840/manifest,0,https://iiif.unige.ch/iiif/2/fedora_ug21371949/full/full/0/default.jpg,Tacoma,United States of America,POINT(-122.45944444444 47.241388888889),24.12.1914,12,1914,News,,no,F,yes,costume,normatif,,
International studio,https://digi.ub.uni-heidelberg.de/diglit/iiif/international_studio55/manifest.json,435,"https://digi.ub.uni-heidelberg.de/iiif/2/international_studio55%3A0_ROEM_132.jpg/272,230,1191,1900/full/0/default.jpg",New York City,United States of America,POINT(-74.006015 40.712728),01.01.1915,na,1915,Modern Art Journal,,no,F,no,costume,normatif,,
The Detroit times. [volume],https://iiif.unige.ch/dhportal/ug14268045/manifest,0,https://iiif.unige.ch/iiif/2/fedora_ug13720891/full/full/0/default.jpg,Detroit,United States of America,POINT(-83.0475 42.331666666667),02.01.1915,1,1915,News,,no,F,yes,costume,normatif,,
The evening world. [volume],https://iiif.unige.ch/dhportal/ug13750649/manifest,0,https://iiif.unige.ch/iiif/2/fedora_ug13610583/full/full/0/default.jpg,New York City,United States of America,POINT(-74 40.7),02.01.1915,1,1915,News,,no,F,yes,costume,normatif,,
Tulsa daily world. [volume],https://iiif.unige.ch/dhportal/ug19618784/manifest,0,https://iiif.unige.ch/iiif/2/fedora_ug21256078/full/full/0/default.jpg,Tulsa,United States of America,POINT(-95.937222222222 36.131388888889),03.01.1915,1,1915,News,,no,F,yes,costume,normatif,,
The Washington herald. [volume],https://iiif.unige.ch/dhportal/ug10202653/manifest,0,https://iiif.unige.ch/iiif/2/fedora_ug11103477/full/full/0/default.jpg,"Washington, D.C.",United States of America,POINT(-77.036666666667 38.895),24.01.1915,1,1915,News,,no,F,yes,costume,normatif,,
Billboard,https://iiif.archivelab.org/iiif/sim_billboard_1915-03-20_27_12/manifest.json,15,"https://iiif.archivelab.org/iiif/sim_billboard_1915-03-20_27_12$15/1321,1806,1501,2066/full/0/default.jpg",Cincinnati,United States of America,POINT(-84.5125 39.1),20.03.1915,3,1915,Theater,,no,F,yes,costume ,normatif,,
Everybody's Magazine,https://iiif.archivelab.org/iiif/sim_everybodys-magazine_1915-09_33_3/manifest.json,87,"https://iiif.archivelab.org/iiif/sim_everybodys-magazine_1915-09_33_3$87/489,367,1855,1237/full/0/default.jpg",New York City,United States of America,POINT(-74.006015 40.712728),01.09.1915,9,1915,Illustrated Magazine,,no,M,yes,accessoire,distance,,
Le Régiment (Paris),https://gallica.bnf.fr/iiif/ark:/12148/bpt6k9779088/manifest.json,10,"https://gallica.bnf.fr/iiif/ark:/12148/bpt6k9779088/f11/418,3075,1467,1779/full/0/default.jpg",Paris,France,POINT(2.3513888888889 48.856944444444),02.09.1915,9,1915,Military,,no,M,yes,chair,performance,,
Harper's Bazaar 1915-10: Vol 50 Iss 10,https://iiif.archive.org/iiif/sim_harpers-bazaar_1915-10_50_10/manifest.json,73,"https://iiif.archive.org/image/iiif/3/sim_harpers-bazaar_1915-10_50_10%2fsim_harpers-bazaar_1915-10_50_10_jp2.zip%2fsim_harpers-bazaar_1915-10_50_10_jp2%2fsim_harpers-bazaar_1915-10_50_10_0073.jp2/385,2976,628,1403/full/0/default.jpg",New York City,United States of America,POINT(-74.006015 40.712728),01.10.1915,10,1915,Fashion,,no,F,no,costume,normatif,,
Der Deutsche correspondent. [volume],https://iiif.unige.ch/dhportal/ug19855750/manifest,0,https://iiif.unige.ch/iiif/2/fedora_ug19117138/full/full/0/default.jpg,Baltimore,United States of America,POINT(-76.615 39.286388888889),03.10.1915,10,1915,News,,no,F,yes,costume,normatif,,
The Daily Ardmoreite. [volume],https://iiif.unige.ch/dhportal/ug18778227/manifest,0,https://iiif.unige.ch/iiif/2/fedora_ug20202024/full/full/0/default.jpg,Ardmore,United States of America,POINT(-97.129444444444 34.181111111111),24.10.1915,10,1915,News,,no,M,no,chair,distance,,
Northern Wisconsin advertiser. [volume],https://iiif.unige.ch/dhportal/ug25177263/manifest,0,https://iiif.unige.ch/iiif/2/fedora_ug25588049/full/full/0/default.jpg,Wabeno,United States of America,POINT(-88.660277777778 45.438611111111),19.11.1915,11,1915,News,,no,M,no,chair,distance,,
The Richmond palladium and sun-telegram. [volume],https://iiif.unige.ch/dhportal/ug15791718/manifest,0,https://iiif.unige.ch/iiif/2/fedora_ug15778805/full/full/0/default.jpg,Richmond,United States of America,POINT(-77.43666666666667 37.54083333333333),06.12.1915,12,1915,News,,no,F,yes,costume,normatif,,
Bogalusa enterprise. [volume],https://iiif.unige.ch/dhportal/ug8464456/manifest,0,https://iiif.unige.ch/iiif/2/fedora_ug8468158/full/full/0/default.jpg,Bogalusa,United States of America,POINT(-89.863888888889 30.780555555556),16.12.1915,12,1915,News,,no,M,no,chair,distance,,duplicate
Bogalusa enterprise. [volume],https://iiif.unige.ch/dhportal/ug8765730/manifest,0,https://iiif.unige.ch/iiif/2/fedora_ug9071689/full/full/0/default.jpg,Bogalusa,United States of America,POINT(-89.863888888889 30.780555555556),16.12.1915,12,1915,News,,no,M,no,chair,distance,,duplicate
The Seattle star.,https://iiif.unige.ch/dhportal/ug17240429/manifest,0,https://iiif.unige.ch/iiif/2/fedora_ug17711016/full/full/0/default.jpg,Seattle,United States of America,POINT(-122.33207 47.60621),27.12.1915,12,1915,News,,no,F,no,costume,normatif,,
The Oakley herald. [volume],https://iiif.unige.ch/dhportal/ug25014677/manifest,0,https://iiif.unige.ch/iiif/2/fedora_ug25821995/full/full/0/default.jpg,Oakley,United States of America,POINT(-113.881 42.2422),04.02.1916,2,1916,News,,no,M,no,chair,distance,,
The Spectator.,https://iiif.unige.ch/dhportal/ug8588135/manifest,0,https://iiif.unige.ch/iiif/2/fedora_ug9200899/full/full/0/default.jpg,Ozark,United States of America,POINT(-93.837222222222 35.492777777778),29.02.1916,2,1916,News,,no,M,no,chair,distance,,
The Topeka state journal. [volume],https://iiif.unige.ch/dhportal/ug21352058/manifest,0,https://iiif.unige.ch/iiif/2/fedora_ug20406769/full/full/0/default.jpg,Topeka,United States of America,POINT(-95.67804 39.04833),29.02.1916,2,1916,News,,no,M,yes,chair,performance ,,
New-York tribune. [volume],https://iiif.unige.ch/dhportal/ug14639276/manifest,0,https://iiif.unige.ch/iiif/2/fedora_ug14894034/full/full/0/default.jpg,New York City,United States of America,POINT(-74 40.7),19.03.1916,3,1916,News,,no,M,yes,chair,performance,,
The Odanah star. [volume],https://iiif.unige.ch/dhportal/ug25375963/manifest,0,https://iiif.unige.ch/iiif/2/fedora_ug26629366/full/full/0/default.jpg,Ashland,United States of America,POINT(-90.88 46.59),19.05.1916,5,1916,News,,no,M,no,chair,distance,,
The Red Cloud chief. [volume],https://iiif.unige.ch/dhportal/ug26357296/manifest,0,https://iiif.unige.ch/iiif/2/fedora_ug26342355/full/full/0/default.jpg,Red Cloud,United States of America,POINT(-98.522777777778 40.088333333333),06.07.1916,7,1916,News,,no,M,no,chair,distance,,
Les Élégances parisiennes,https://gallica.bnf.fr/iiif/ark:/12148/bpt6k6558491g/manifest.json,7,"https://gallica.bnf.fr/iiif/ark:/12148/bpt6k6558491g/f8/525,1008,3742,4236/full/0/default.jpg",Paris,France,POINT(2.3513888888889 48.856944444444),01.10.1916,10,1916,Fashion,,no,F,no,costume,normatif,,
